epoch,lr,loss
1,9.999901304280685e-05,0.04292051121592522
2,9.999605221019081e-05,0.009051967412233353
3,9.999111761904046e-05,0.006508216727524996
4,9.9984209464165e-05,0.0060771070420742035
5,9.997532801828658e-05,0.005277413409203291
6,9.996447363202946e-05,0.004671952221542597
7,9.995164673390625e-05,0.004396277945488691
8,9.993684783030088e-05,0.004070829134434462
9,9.992007750544876e-05,0.0038415505550801754
10,9.990133642141359e-05,0.0036667613312602043
11,9.988062531806126e-05,0.0035878722555935383
12,9.98579450130307e-05,0.00364513136446476
13,9.983329640170149e-05,0.003380816662684083
14,9.980668045715864e-05,0.0032745162025094032
15,9.977809823015401e-05,0.003140667686238885
16,9.974755084906502e-05,0.002980726072564721
17,9.971503951984995e-05,0.0031046478543430567
18,9.968056552600043e-05,0.0030903927981853485
19,9.964413022849068e-05,0.0029270146042108536
20,9.96057350657239e-05,0.002841157605871558
21,9.956538155347534e-05,0.002795725828036666
22,9.952307128483256e-05,0.002728460356593132
23,9.947880593013255e-05,0.0028093208093196154
24,9.94325872368957e-05,0.002669153967872262
25,9.938441702975689e-05,0.0024409592151641846
26,9.93342972103934e-05,0.002713907975703478
27,9.928222975744991e-05,0.002479175105690956
28,9.922821672646027e-05,0.0025323156733065844
29,9.917226024976649e-05,0.0024189951363950968
30,9.911436253643445e-05,0.0024508226197212934
31,9.90545258721667e-05,0.0023184306919574738
32,9.899275261921234e-05,0.00232901843264699
33,9.892904521627361e-05,0.0022740885615348816
34,9.886340617840968e-05,0.002426308114081621
35,9.879583809693738e-05,0.0022971725556999445
36,9.872634363932887e-05,0.002290062140673399
37,9.865492554910633e-05,0.002358600962907076
38,9.85815866457337e-05,0.0021203637588769197
39,9.85063298245053e-05,0.0026203151792287827
40,9.842915805643155e-05,0.002237681532278657
41,9.835007438812177e-05,0.002122294157743454
42,9.82690819416637e-05,0.002135989023372531
43,9.81861839145005e-05,0.0022549147251993418
44,9.81013835793043e-05,0.002186983358114958
45,9.801468428384716e-05,0.0021590865217149258
46,9.79260894508688e-05,0.0021374307107180357
47,9.783560257794154e-05,0.002088508801534772
48,9.774322723733216e-05,0.002097513759508729
49,9.764896707586096e-05,0.0019843503832817078
50,9.755282581475769e-05,0.0021157546434551477
51,9.745480724951473e-05,0.0019512035651132464
52,9.735491524973722e-05,0.0021216229069978
53,9.725315375899024e-05,0.0019707116298377514
54,9.714952679464323e-05,0.002017558552324772
55,9.704403844771128e-05,0.0019829398952424526
