epoch,beta,avg_loss,avg_psnr,type,teacher forcing ratio,teacher forcing,learning_rate
0,0,0.07458390295505524,35.87577851941756,train,0.0,False,0.001
0,0,8.975757598876953,18.45852130168193,valid,0.0,False,0.001
1,0.1,1647.0848388671875,21.22317613952579,train,0.0,False,0.001
1,0.1,10.064643859863281,17.980916397749713,valid,0.0,False,0.001
2,0.2,0.20343443751335144,22.171733405894578,train,0.0,False,0.0001
2,0.2,nan,nan,valid,0.0,False,0.0001
3,0.30000000000000004,0.11980539560317993,25.074518728239777,train,0.0,False,0.0001
3,0.30000000000000004,5.727656841278076,20.483102122247693,valid,0.0,False,0.0001
4,0.4,0.09170911461114883,26.6118760929381,train,0.0,False,0.0001
4,0.4,3.2366933822631836,23.02740387848337,valid,0.0,False,0.0001
5,0.5,0.08051005005836487,27.28239297010448,train,0.0,False,1e-05
5,0.5,2.06042218208313,24.888687703871007,valid,0.0,False,1e-05
6,0.6,0.06927173584699631,28.026085181732128,train,0.0,False,1e-05
6,0.6,1.640454888343811,25.88642127335735,valid,0.0,False,1e-05
7,0.7,0.06387485563755035,28.446023208774143,train,0.0,False,1e-05
7,0.7,1.867706060409546,25.30934565472868,valid,0.0,False,1e-05
8,0.7999999999999999,0.061371881514787674,28.679972836438854,train,0.0,False,1e-05
8,0.7999999999999999,1.6711372137069702,25.807281060514466,valid,0.0,False,1e-05
9,0.8999999999999999,0.05888151004910469,28.960956815540445,train,0.0,False,1e-05
9,0.8999999999999999,2.013904094696045,24.97984958945852,valid,0.0,False,1e-05
10,0.0,0.05320444703102112,29.167980285317796,train,0,False,1e-05
10,0.0,1.7252644300460815,25.67587708441366,valid,0,False,1e-05
11,0.1,0.051652148365974426,29.452397592974787,train,0,False,1e-05
11,0.1,1.9400427341461182,25.139379601410347,valid,0,False,1e-05
12,0.2,0.049810271710157394,29.679439713980464,train,0,False,1e-05
12,0.2,2.027592897415161,24.949027532992947,valid,0,False,1e-05
13,0.30000000000000004,0.04878285527229309,29.857699999258912,train,0,False,1e-05
13,0.30000000000000004,1.8301994800567627,25.41238955208152,valid,0,False,1e-05
14,0.4,0.04762065410614014,30.03921267845078,train,0,False,1e-05
14,0.4,1.8809654712677002,25.304714742639295,valid,0,False,1e-05
15,0.5,0.046712346374988556,30.1591248003295,train,0,False,1e-05
15,0.5,0.7987790107727051,29.1675043667064,valid,0,False,1e-05
16,0.6,0.04612907022237778,30.307092022513807,train,0,False,1e-05
16,0.6,1.1939423084259033,27.32730641691029,valid,0,False,1e-05
17,0.7,0.045046884566545486,30.449575115615332,train,0,False,1e-05
17,0.7,0.8242493867874146,29.033847972584834,valid,0,False,1e-05
18,0.7999999999999999,0.044572919607162476,30.553161385143213,train,0,False,1e-05
18,0.7999999999999999,0.779518187046051,29.23004675897013,valid,0,False,1e-05
19,0.8999999999999999,0.043914832174777985,30.691209244423927,train,0,False,1e-05
19,0.8999999999999999,0.8018000721931458,29.10766692229788,valid,0,False,1e-05
20,0.0,0.03984632343053818,30.68385378181059,train,0,False,1e-05
20,0.0,0.9512091875076294,28.538893106821423,valid,0,False,1e-05
21,0.1,0.0388839952647686,30.88334019793144,train,0,False,1e-05
21,0.1,1.4460368156433105,26.456385656456877,valid,0,False,1e-05
22,0.2,0.038301002234220505,31.015403964256144,train,0,False,1e-05
22,0.2,1.585378646850586,26.05443471414296,valid,0,False,1e-05
23,0.30000000000000004,0.03822905570268631,31.154853664360655,train,0,False,1e-05
23,0.30000000000000004,1.5189900398254395,26.24089490287065,valid,0,False,1e-05
24,0.4,0.037231091409921646,31.226149555948716,train,0,False,1e-05
24,0.4,1.38332998752594,26.649864594015295,valid,0,False,1e-05
25,0.5,0.037287987768650055,31.3240203421159,train,0,False,1e-05
25,0.5,0.6646142601966858,29.90268195111346,valid,0,False,1e-05
26,0.6,0.03653551638126373,31.41444815616879,train,0,False,1e-05
26,0.6,0.5959541201591492,30.385866171225835,valid,0,False,1e-05
27,0.7,0.037001922726631165,31.46561912117808,train,0,False,1e-05
27,0.7,0.6278419494628906,30.16521676431968,valid,0,False,1e-05
28,0.7999999999999999,0.036725226789712906,31.535258583993606,train,0,False,1e-05
28,0.7999999999999999,1.2697021961212158,27.047541019457892,valid,0,False,1e-05
29,0.8999999999999999,0.03688390552997589,31.593285534227338,train,0,False,1e-05
29,0.8999999999999999,0.6043386459350586,30.328369989683214,valid,0,False,1e-05
30,0.0,0.033010464161634445,31.544959255338288,train,0,False,1e-05
30,0.0,0.6128033399581909,30.41619363308711,valid,0,False,1e-05
31,0.1,0.03241430222988129,31.719030351492545,train,0,False,1e-05
31,0.1,0.4962403476238251,31.36117037301602,valid,0,False,1e-05
32,0.2,0.032163355499506,31.85704930036225,train,0,False,1e-05
32,0.2,0.4959854781627655,31.22590971068851,valid,0,False,1e-05
33,0.30000000000000004,0.032027266919612885,31.94840458146975,train,0,False,1e-05
33,0.30000000000000004,0.47172948718070984,31.459882384453365,valid,0,False,1e-05
34,0.4,0.03190622106194496,32.01726468869754,train,0,False,1e-05
34,0.4,0.5008649826049805,31.1782341124712,valid,0,False,1e-05
35,0.5,0.031964365392923355,32.0195903624053,train,0,False,1e-05
35,0.5,0.44939497113227844,31.67345606769022,valid,0,False,1e-05
36,0.6,0.031862523406744,32.10179094651544,train,0,False,1e-05
36,0.6,0.4434294104576111,31.783413739954913,valid,0,False,1e-05
37,0.7,0.03200933709740639,32.10786069422098,train,0,False,1e-05
37,0.7,0.4803939163684845,31.342725032084697,valid,0,False,1e-05
38,0.7999999999999999,0.03213423117995262,32.140134063733136,train,0,False,1e-05
38,0.7999999999999999,0.45514601469039917,31.59053959566004,valid,0,False,1e-05
39,0.8999999999999999,0.031821537762880325,32.19212166205449,train,0,False,1e-05
39,0.8999999999999999,0.44419941306114197,31.733395480958002,valid,0,False,1e-05
40,0.0,0.028651108965277672,32.1670309418814,train,0,False,1e-05
40,0.0,0.48917731642723083,31.27809454185595,valid,0,False,1e-05
41,0.1,0.028314456343650818,32.29910822268189,train,0,False,1e-05
41,0.1,0.38837122917175293,32.38466380775828,valid,0,False,1e-05
42,0.2,0.027976645156741142,32.43123532992387,train,0,False,1e-05
42,0.2,0.3690281808376312,32.61666239691463,valid,0,False,1e-05
43,0.30000000000000004,0.028078610077500343,32.48577369739751,train,0,False,1e-05
43,0.30000000000000004,0.3912613093852997,32.41830482240322,valid,0,False,1e-05
44,0.4,0.02803025394678116,32.52904836462048,train,0,False,1e-05
44,0.4,0.3988718092441559,32.35958302532736,valid,0,False,1e-05
45,0.5,0.028199121356010437,32.569171425341935,train,0,False,1e-05
45,0.5,0.3794178366661072,32.41190768728575,valid,0,False,1e-05
46,0.6,0.02844912000000477,32.61373588814676,train,0,False,1e-05
46,0.6,0.41172516345977783,32.12363110892534,valid,0,False,1e-05
47,0.7,0.02844344452023506,32.64690793248256,train,0,False,1e-05
47,0.7,0.4650645852088928,31.62815462727994,valid,0,False,1e-05
48,0.7999999999999999,0.028701545670628548,32.65020866815148,train,0,False,1e-05
48,0.7999999999999999,0.40319445729255676,32.16118776476061,valid,0,False,1e-05
49,0.8999999999999999,0.028777703642845154,32.69790347970886,train,0,False,1e-05
49,0.8999999999999999,0.44984808564186096,31.82237939576845,valid,0,False,1e-05
50,0.0,0.02575250342488289,32.60541846796103,train,0,False,1e-05
50,0.0,0.36369118094444275,32.72523362685842,valid,0,False,1e-05
51,0.1,0.025383468717336655,32.76425398902013,train,0,False,1e-05
51,0.1,0.36924034357070923,32.579145986438746,valid,0,False,1e-05
52,0.2,0.025555085390806198,32.87539481625131,train,0,False,1e-05
52,0.2,0.49489066004753113,31.216459989926772,valid,0,False,1e-05
53,0.30000000000000004,0.02550884336233139,32.911851780689275,train,0,False,1e-05
53,0.30000000000000004,0.35181254148483276,32.79661548838896,valid,0,False,1e-05
54,0.4,0.025404080748558044,32.97859618792927,train,0,False,1e-05
54,0.4,0.3699810802936554,32.82632706161523,valid,0,False,1e-05
55,0.5,0.02555369958281517,33.00434879101272,train,0,False,1e-05
55,0.5,0.35713261365890503,32.893206558470126,valid,0,False,1e-05
56,0.6,0.026158979162573814,33.014435732120425,train,0,False,1e-05
56,0.6,0.5264555215835571,31.025436583308235,valid,0,False,1e-05
57,0.7,0.026069730520248413,33.043845193942474,train,0,False,1e-05
57,0.7,0.38089853525161743,32.432991488749344,valid,0,False,1e-05
