epoch,lr,loss
1,9.999901304280685e-05,0.04378625750541687
2,9.999605221019081e-05,0.009157552383840084
3,9.999111761904046e-05,0.007419148460030556
4,9.9984209464165e-05,0.005955874919891357
5,9.997532801828658e-05,0.005364919081330299
6,9.996447363202946e-05,0.0048393914476037025
7,9.995164673390625e-05,0.004507111851125956
8,9.993684783030088e-05,0.004135262221097946
9,9.992007750544876e-05,0.004081593826413155
10,9.990133642141359e-05,0.004025889560580254
11,9.988062531806126e-05,0.0038674110546708107
12,9.98579450130307e-05,0.003447706112638116
13,9.983329640170149e-05,0.0035389417316764593
14,9.980668045715864e-05,0.003525807987898588
15,9.977809823015401e-05,0.003184589324519038
16,9.974755084906502e-05,0.003220772370696068
17,9.971503951984995e-05,0.0030980475712567568
18,9.968056552600043e-05,0.0030285778921097517
19,9.964413022849068e-05,0.0030819408129900694
20,9.96057350657239e-05,0.002955398289486766
21,9.956538155347534e-05,0.0027441882994025946
22,9.952307128483256e-05,0.002863052301108837
23,9.947880593013255e-05,0.002837452571839094
24,9.94325872368957e-05,0.002717892872169614
25,9.938441702975689e-05,0.0026627657935023308
26,9.93342972103934e-05,0.0026929532177746296
27,9.928222975744991e-05,0.0025459248572587967
28,9.922821672646027e-05,0.0025366581976413727
29,9.917226024976649e-05,0.0026530325412750244
30,9.911436253643445e-05,0.0023672461975365877
31,9.90545258721667e-05,0.002413845621049404
32,9.899275261921234e-05,0.0025917342863976955
33,9.892904521627361e-05,0.002431649947538972
34,9.886340617840968e-05,0.0023913253098726273
35,9.879583809693738e-05,0.0023050603922456503
36,9.872634363932887e-05,0.002351106144487858
37,9.865492554910633e-05,0.002328084781765938
38,9.85815866457337e-05,0.002329413313418627
39,9.85063298245053e-05,0.0022953683510422707
40,9.842915805643155e-05,0.00245060957968235
41,9.835007438812177e-05,0.0022047513630241156
42,9.82690819416637e-05,0.00219434080645442
43,9.81861839145005e-05,0.002254786901175976
44,9.81013835793043e-05,0.0022232006303966045
45,9.801468428384716e-05,0.0021592723205685616
46,9.79260894508688e-05,0.002191974315792322
47,9.783560257794154e-05,0.00217922474257648
48,9.774322723733216e-05,0.0021065939217805862
49,9.764896707586096e-05,0.002024949761107564
50,9.755282581475769e-05,0.0021415979135781527
51,9.745480724951473e-05,0.0020772272255271673
52,9.735491524973722e-05,0.0019585927948355675
53,9.725315375899024e-05,0.002036944730207324
54,9.714952679464323e-05,0.0019550391007214785
55,9.704403844771128e-05,0.002075929194688797
56,9.693669288269372e-05,0.0020317723974585533
57,9.682749433740962e-05,0.0019393223337829113
58,9.671644712283061e-05,0.0020461534149944782
59,9.660355562291055e-05,0.0020077177323400974
60,9.648882429441257e-05,0.0022180506493896246
61,9.637225766673307e-05,0.001899009570479393
62,9.62538603417229e-05,0.0019136032788082957
63,9.613363699350575e-05,0.0019208908779546618
64,9.601159236829352e-05,0.00206007226370275
65,9.588773128419906e-05,0.001934910542331636
66,9.576205863104588e-05,0.001917002140544355
67,9.563457937017515e-05,0.0019087643595412374
68,9.550529853424979e-05,0.0018643469084054232
69,9.537422122705585e-05,0.001869697356596589
70,9.524135262330098e-05,0.0019196956418454647
71,9.510669796841014e-05,0.001999438274651766
72,9.497026257831855e-05,0.001790861482731998
73,9.483205183926181e-05,0.0016869398532435298
74,9.46920712075632e-05,0.001838473603129387
75,9.45503262094184e-05,0.0017020340310409665
76,9.440682244067724e-05,0.001843928243033588
77,9.426156556662276e-05,0.001936109852977097
78,9.411456132174767e-05,0.001897897687740624
79,9.396581550952781e-05,0.0018447893671691418
