epoch,lr,loss
1,9.999901304280685e-05,0.046737898141145706
2,9.999605221019081e-05,0.01016176026314497
3,9.999111761904046e-05,0.007417940068989992
4,9.9984209464165e-05,0.006535794585943222
5,9.997532801828658e-05,0.00533191068097949
6,9.996447363202946e-05,0.004868472460657358
7,9.995164673390625e-05,0.0048800185322761536
8,9.993684783030088e-05,0.0044293394312262535
9,9.992007750544876e-05,0.0043052989058196545
10,9.990133642141359e-05,0.004050100222229958
11,9.988062531806126e-05,0.0040298099629580975
12,9.98579450130307e-05,0.0037544425576925278
13,9.983329640170149e-05,0.0035163129214197397
14,9.980668045715864e-05,0.003345576347783208
15,9.977809823015401e-05,0.003639336908236146
16,9.974755084906502e-05,0.0035672790836542845
17,9.971503951984995e-05,0.0030803950503468513
18,9.968056552600043e-05,0.003043716074898839
19,9.964413022849068e-05,0.003023340366780758
20,9.96057350657239e-05,0.0031062359921634197
21,9.956538155347534e-05,0.0031391186639666557
22,9.952307128483256e-05,0.0027208267711102962
23,9.947880593013255e-05,0.002920031314715743
24,9.94325872368957e-05,0.002942498540505767
25,9.938441702975689e-05,0.0027276193723082542
26,9.93342972103934e-05,0.0030728711280971766
27,9.928222975744991e-05,0.0026260842569172382
28,9.922821672646027e-05,0.0027577599976211786
29,9.917226024976649e-05,0.002666250802576542
30,9.911436253643445e-05,0.0025689390022307634
31,9.90545258721667e-05,0.002561241155490279
32,9.899275261921234e-05,0.002417512470856309
33,9.892904521627361e-05,0.0024447739124298096
34,9.886340617840968e-05,0.002420782344415784
35,9.879583809693738e-05,0.002349305897951126
36,9.872634363932887e-05,0.0025091441348195076
37,9.865492554910633e-05,0.002207007724791765
38,9.85815866457337e-05,0.0022549256682395935
39,9.85063298245053e-05,0.002410927088931203
40,9.842915805643155e-05,0.0024842885322868824
41,9.835007438812177e-05,0.0023128322791308165
42,9.82690819416637e-05,0.0023410769645124674
43,9.81861839145005e-05,0.002301501575857401
44,9.81013835793043e-05,0.002160112839192152
45,9.801468428384716e-05,0.0020519988611340523
46,9.79260894508688e-05,0.002129900036379695
47,9.783560257794154e-05,0.002268166746944189
48,9.774322723733216e-05,0.0022636286448687315
49,9.764896707586096e-05,0.002150625688955188
50,9.755282581475769e-05,0.0021347112488001585
51,9.745480724951473e-05,0.00223230361007154
52,9.735491524973722e-05,0.002101476304233074
53,9.725315375899024e-05,0.001955838408321142
54,9.714952679464323e-05,0.0020416395273059607
55,9.704403844771128e-05,0.002065833192318678
